result_id,paper_location,claim_family,dataset,stream,regime,rule,comparator,metric,value,comparator_value,delta,ci_low,ci_high,unit,seed,provenance_status,evidence_record_id,notes
t8_dpp_udup,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dpp,,Udup,0.048,,,,,bounded loss UCB,,reported_in_article,,generic quality-diversity
t8_dpp_ucov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dpp,,Ucov,0.094,,,,,bounded loss UCB,,reported_in_article,,generic quality-diversity
t8_dpp_decoderlatency,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dpp,,decoder latency,3.0,,,,,ms/image,,reported_in_article,,generic quality-diversity
t8_greedy_F_ap,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,greedy F,,AP,87.95,,,,,points,,reported_in_article,,"same objective, no component DP"
t8_greedy_F_uniquegtcov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,greedy F,,UniqueGT-Cov,82.8,,,,,percent,,reported_in_article,,"same objective, no component DP"
t8_greedy_F_udup,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,greedy F,,Udup,0.046,,,,,bounded loss UCB,,reported_in_article,,"same objective, no component DP"
t8_greedy_F_ucov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,greedy F,,Ucov,0.089,,,,,bounded loss UCB,,reported_in_article,,"same objective, no component DP"
t8_greedy_F_decoderlatency,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,greedy F,,decoder latency,2.6,,,,,ms/image,,reported_in_article,,"same objective, no component DP"
t8_components_dp_ap,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,components dp,,AP,88.15,,,,,points,,reported_in_article,,isolates cardinality allocation
t8_components_dp_uniquegtcov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,components dp,,UniqueGT-Cov,83.0,,,,,percent,,reported_in_article,,isolates cardinality allocation
t8_components_dp_udup,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,components dp,,Udup,0.045,,,,,bounded loss UCB,,reported_in_article,,isolates cardinality allocation
t8_components_dp_ucov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,components dp,,Ucov,0.085,,,,,bounded loss UCB,,reported_in_article,,isolates cardinality allocation
t8_components_dp_decoderlatency,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,components dp,,decoder latency,2.85,,,,,ms/image,,reported_in_article,,isolates cardinality allocation
t8_dial_full_cba_ap,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dial full cba,,AP,88.23,,,,,points,,reported_in_article,,role-routed evidence and bounded solver
t8_dial_full_cba_uniquegtcov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dial full cba,,UniqueGT-Cov,83.3,,,,,percent,,reported_in_article,,role-routed evidence and bounded solver
t8_dial_full_cba_udup,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dial full cba,,Udup,0.044,,,,,bounded loss UCB,,reported_in_article,,role-routed evidence and bounded solver
t8_dial_full_cba_ucov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dial full cba,,Ucov,0.083,,,,,bounded loss UCB,,reported_in_article,,role-routed evidence and bounded solver
t8_dial_full_cba_decoderlatency,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,dial full cba,,decoder latency,3.2,,,,,ms/image,,reported_in_article,,role-routed evidence and bounded solver
t8_exact_milp_ap,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,exact milp,,AP,88.27,,,,,points,,reported_in_article,,oracle ceiling on tractable subset
t8_exact_milp_uniquegtcov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,exact milp,,UniqueGT-Cov,83.4,,,,,percent,,reported_in_article,,oracle ceiling on tractable subset
t8_exact_milp_udup,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,exact milp,,Udup,0.044,,,,,bounded loss UCB,,reported_in_article,,oracle ceiling on tractable subset
t8_exact_milp_ucov,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,exact milp,,Ucov,0.082,,,,,bounded loss UCB,,reported_in_article,,oracle ceiling on tractable subset
t8_exact_milp_decoderlatency,Table VIII,recent selectors,CrowdHuman,R50 person stream,joint-risk operating family,exact milp,,decoder latency,26.0,,,,,ms/image,,reported_in_article,,oracle ceiling on tractable subset
t9_duplicate_false_positives_native,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,native,,duplicate false positives,14.2,,,,,percent,,reported_in_article,,identity evidence plus accumulated redundancy cost
t9_duplicate_false_positives_matchedlocal,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,matched local,,duplicate false positives,10.4,,,,,percent,,reported_in_article,,identity evidence plus accumulated redundancy cost
t9_duplicate_false_positives_DIAL-Full,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,,duplicate false positives,5.0,,,,,percent,,reported_in_article,,identity evidence plus accumulated redundancy cost
t9_duplicate_false_positives_delta,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,matched local,duplicate false positives delta,-5.4,,,,,percentage points,,reported_in_article,,identity evidence plus accumulated redundancy cost
t9_budget_saturation_misses_native,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,native,,budget saturation misses,11.5,,,,,percent,,reported_in_article,,released slots represent distinct objects
t9_budget_saturation_misses_matchedlocal,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,matched local,,budget saturation misses,8.6,,,,,percent,,reported_in_article,,released slots represent distinct objects
t9_budget_saturation_misses_DIAL-Full,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,,budget saturation misses,4.1,,,,,percent,,reported_in_article,,released slots represent distinct objects
t9_budget_saturation_misses_delta,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,matched local,budget saturation misses delta,-4.5,,,,,percentage points,,reported_in_article,,released slots represent distinct objects
t9_adjacent_object_false_suppression_matchedlocal,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,matched local,,adjacent object false suppression,1.5,,,,,percent,,reported_in_article,,learned identity prevents generic-diversity repulsion
t9_adjacent_object_false_suppression_DIAL-Full,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,,adjacent object false suppression,0.6,,,,,percent,,reported_in_article,,learned identity prevents generic-diversity repulsion
t9_adjacent_object_false_suppression_delta,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,matched local,adjacent object false suppression delta,-0.9,,,,,percentage points,,reported_in_article,,learned identity prevents generic-diversity repulsion
t9_graph_exposure_misses_matchedlocal,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,matched local,,graph exposure misses,2.0,,,,,percent,,reported_in_article,,relation cap and component exposure audit
t9_graph_exposure_misses_DIAL-Full,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,,graph exposure misses,0.4,,,,,percent,,reported_in_article,,relation cap and component exposure audit
t9_graph_exposure_misses_delta,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,matched local,graph exposure misses delta,-1.6,,,,,percentage points,,reported_in_article,,relation cap and component exposure audit
t9_absent_candidate_misses_native,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,native,,absent candidate misses,9.2,,,,,percent,,reported_in_article,,decisive frozen-stream negative control
t9_absent_candidate_misses_matchedlocal,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,matched local,,absent candidate misses,9.2,,,,,percent,,reported_in_article,,decisive frozen-stream negative control
t9_absent_candidate_misses_DIAL-Full,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,,absent candidate misses,9.2,,,,,percent,,reported_in_article,,decisive frozen-stream negative control
t9_absent_candidate_misses_delta,Table IX,error closure,COCO/CrowdHuman,frozen stream,primary,DIAL-Full,matched local,absent candidate misses delta,0.0,,,,,percentage points,,reported_in_article,,decisive frozen-stream negative control
t10_lp_upper_validity,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,lp upper validity,100.0,,,,,percent,,reported_in_article,,"50,000 component-k pairs; 99.7% finite solve; max tolerance violation <1e-6"
t10_finite_lp_solve,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,finite lp solve,99.7,,,,,percent,,reported_in_article,,"50,000 component-k pairs"
t10_production_gap_median,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,production gap median,0.42,,,,,percent,,reported_in_article,,N=500
t10_production_gap_p95,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,production gap p95,1.28,,,,,percent,,reported_in_article,,N=500
t10_production_gap_p99,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,production gap p99,2.61,,,,,percent,,reported_in_article,,N=500
t10_fallback_rate,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,fallback rate,3.8,,,,,percent,,reported_in_article,,"gap, LP, or exposure gate"
t10_all_active_components_exact,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,all active components exact,92.4,,,,,percent,,reported_in_article,,same manifest
t10_duplicate_edge_exposure,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,duplicate edge exposure,98.2,,,,,percent,,reported_in_article,,same manifest
t10_complete_pipeline_Udup,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,complete pipeline Udup,0.0474,,,,,bounded loss UCB,,reported_in_article,,5000 calibration / 5000 utility
t10_complete_pipeline_Ucov,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,complete pipeline Ucov,0.094,,,,,bounded loss UCB,,reported_in_article,,5000 calibration / 5000 utility
t10_audit_Rdup,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,audit Rdup,0.0438,,,,,bounded loss,,reported_in_article,,detector and allocator unseen
t10_audit_Rcov,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,audit Rcov,0.086,,,,,bounded loss,,reported_in_article,,detector and allocator unseen
t10_complete_rules,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,complete rules,48,,,,,count,,reported_in_article,,two risks; 96 simultaneous tests
t10_risk_definitions,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,risk definitions,2,,,,,count,,reported_in_article,,duplicate and coverage
t10_training_seeds,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,training seeds,5,,,,,count,,reported_in_article,,all primary seed effects positive
t10_same_evidence_contrasts,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,same evidence contrasts,7,,,,,count,,reported_in_article,,max-t simultaneous HCIs
t10_headline_claim_families,Table X,optimization/calibration audit,multiple,multiple,audit,DIAL-Full-CBA,,headline claim families,4,,,,,count,,reported_in_article,,Holm-adjusted family decisions
t11_nms300_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=300,reference,,proposal recall,96.8,,,,,percent,,reported_in_article,,
t11_nms300_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=300,reference,,selector latency,0.1,,,,,ms,,reported_in_article,,
t11_nms300_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=300,reference,,ROI/head latency,16.7,,,,,ms,,reported_in_article,,
t11_nms300_total,Table XI,systems,COCO,Faster R-CNN-R50,M=300,reference,,total latency,24.1,,,23.8,24.4,ms,,reported_in_article,,
t11_nms300_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=300,reference,,peak memory,3.62,,,,,GiB,,reported_in_article,,
t11_top200_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,Top score,NMS-300,delta AP vs NMS-300,-0.02,,,-0.11,0.07,points,,reported_in_article,,
t11_top200_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,Top score,,proposal recall,96.1,,,,,percent,,reported_in_article,,
t11_top200_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=200,Top score,,Uprop,0.049,,,,,bounded miss UCB,,reported_in_article,,
t11_top200_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Top score,,selector latency,0.03,,,,,ms,,reported_in_article,,
t11_top200_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Top score,,ROI/head latency,11.6,,,,,ms,,reported_in_article,,
t11_top200_total,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Top score,,total latency,18.2,,,17.9,18.5,ms,,reported_in_article,,
t11_top200_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Top score,,peak memory,2.93,,,,,GiB,,reported_in_article,,
t11_local200_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,Matched local,NMS-300,delta AP vs NMS-300,0.08,,,-0.02,0.18,points,,reported_in_article,,
t11_local200_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,Matched local,,proposal recall,96.5,,,,,percent,,reported_in_article,,
t11_local200_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=200,Matched local,,Uprop,0.043,,,,,bounded miss UCB,,reported_in_article,,
t11_local200_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Matched local,,selector latency,0.46,,,,,ms,,reported_in_article,,
t11_local200_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Matched local,,ROI/head latency,11.6,,,,,ms,,reported_in_article,,
t11_local200_total,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Matched local,,total latency,19.0,,,18.7,19.3,ms,,reported_in_article,,
t11_local200_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=200,Matched local,,peak memory,3.0,,,,,GiB,,reported_in_article,,
t11_dpp200_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,DPP,NMS-300,delta AP vs NMS-300,0.12,,,0.01,0.23,points,,reported_in_article,,
t11_dpp200_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,DPP,,proposal recall,96.6,,,,,percent,,reported_in_article,,
t11_dpp200_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=200,DPP,,Uprop,0.04,,,,,bounded miss UCB,,reported_in_article,,
t11_dpp200_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DPP,,selector latency,1.05,,,,,ms,,reported_in_article,,
t11_dpp200_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DPP,,ROI/head latency,11.6,,,,,ms,,reported_in_article,,
t11_dpp200_total,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DPP,,total latency,19.6,,,19.3,19.9,ms,,reported_in_article,,
t11_dpp200_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DPP,,peak memory,3.08,,,,,GiB,,reported_in_article,,
t11_dial200_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,NMS-300,delta AP vs NMS-300,0.25,,,0.11,0.39,points,,reported_in_article,,
t11_dial200_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,,proposal recall,97.0,,,,,percent,,reported_in_article,,
t11_dial200_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,,Uprop,0.035,,,,,bounded miss UCB,,reported_in_article,,
t11_dial200_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,,selector latency,0.72,,,,,ms,,reported_in_article,,
t11_dial200_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,,ROI/head latency,11.6,,,,,ms,,reported_in_article,,
t11_dial200_total,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,,total latency,18.9,,,18.6,19.2,ms,,reported_in_article,,
t11_dial200_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=200,DIAL-Prop,,peak memory,3.02,,,,,GiB,,reported_in_article,,
t11_top150_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=150,Top score,NMS-300,delta AP vs NMS-300,-0.15,,,-0.24,-0.06,points,,reported_in_article,,
t11_top150_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=150,Top score,,proposal recall,95.3,,,,,percent,,reported_in_article,,
t11_top150_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=150,Top score,,Uprop,0.056,,,,,bounded miss UCB,,reported_in_article,,
t11_top150_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Top score,,selector latency,0.03,,,,,ms,,reported_in_article,,
t11_top150_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Top score,,ROI/head latency,9.1,,,,,ms,,reported_in_article,,
t11_top150_total,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Top score,,total latency,15.6,,,15.3,15.9,ms,,reported_in_article,,
t11_top150_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Top score,,peak memory,2.63,,,,,GiB,,reported_in_article,,
t11_local150_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=150,Matched local,NMS-300,delta AP vs NMS-300,-0.07,,,-0.15,0.01,points,,reported_in_article,,
t11_local150_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=150,Matched local,,proposal recall,95.8,,,,,percent,,reported_in_article,,
t11_local150_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=150,Matched local,,Uprop,0.051,,,,,bounded miss UCB,,reported_in_article,,
t11_local150_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Matched local,,selector latency,0.46,,,,,ms,,reported_in_article,,
t11_local150_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Matched local,,ROI/head latency,9.1,,,,,ms,,reported_in_article,,
t11_local150_total,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Matched local,,total latency,16.6,,,16.3,16.9,ms,,reported_in_article,,
t11_local150_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=150,Matched local,,peak memory,2.7,,,,,GiB,,reported_in_article,,
t11_dial150_deltaap,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,NMS-300,delta AP vs NMS-300,0.01,,,-0.05,0.07,points,,reported_in_article,,
t11_dial150_recall,Table XI,DIAL-Prop,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,,proposal recall,96.3,,,,,percent,,reported_in_article,,
t11_dial150_uprop,Table XI,proposal risk,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,,Uprop,0.044,,,,,bounded miss UCB,,reported_in_article,,
t11_dial150_selector,Table XI,systems,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,,selector latency,0.72,,,,,ms,,reported_in_article,,
t11_dial150_roi,Table XI,systems,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,,ROI/head latency,9.1,,,,,ms,,reported_in_article,,
t11_dial150_total,Table XI,systems,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,,total latency,16.4,,,16.1,16.7,ms,,reported_in_article,,
t11_dial150_memory,Table XI,systems,COCO,Faster R-CNN-R50,M=150,DIAL-Prop,,peak memory,2.72,,,,,GiB,,reported_in_article,,
t12_r50_nms300_recall,Table XII,multi-backbone proposal,COCO,R50,M=300,NMS,,proposal recall,96.8,,,,,percent,,reported_in_article,,reference
t12_r50_nms300_total,Table XII,systems,COCO,R50,M=300,NMS,,total latency,24.1,,,23.8,24.4,ms,,reported_in_article,,reference
t12_r50_dial200_boxap,Table XII,multi-backbone proposal,COCO,R50,M=200,DIAL-Prop,NMS-300,delta box AP vs NMS-300,0.25,,,0.11,0.39,points,,reported_in_article,,positive AP + saving
t12_r50_dial200_recall,Table XII,multi-backbone proposal,COCO,R50,M=200,DIAL-Prop,,proposal recall,97.0,,,,,percent,,reported_in_article,,positive AP + saving
t12_r50_dial200_uprop,Table XII,proposal risk,COCO,R50,M=200,DIAL-Prop,,Uprop,0.035,,,,,bounded miss UCB,,reported_in_article,,
t12_r50_dial200_total,Table XII,systems,COCO,R50,M=200,DIAL-Prop,,total latency,18.9,,,18.6,19.2,ms,,reported_in_article,,positive AP + saving
t12_r50_dial200_save,Table XII,systems,COCO,R50,M=200,DIAL-Prop,,net saving,5.2,,,,,ms,,reported_in_article,,positive AP + saving
t12_r50_dial150_boxap,Table XII,multi-backbone proposal,COCO,R50,M=150,DIAL-Prop,NMS-300,delta box AP vs NMS-300,0.01,,,-0.05,0.07,points,,reported_in_article,,equivalent + saving
t12_r50_dial150_recall,Table XII,multi-backbone proposal,COCO,R50,M=150,DIAL-Prop,,proposal recall,96.3,,,,,percent,,reported_in_article,,equivalent + saving
t12_r50_dial150_uprop,Table XII,proposal risk,COCO,R50,M=150,DIAL-Prop,,Uprop,0.044,,,,,bounded miss UCB,,reported_in_article,,
t12_r50_dial150_total,Table XII,systems,COCO,R50,M=150,DIAL-Prop,,total latency,16.4,,,16.1,16.7,ms,,reported_in_article,,equivalent + saving
t12_r50_dial150_save,Table XII,systems,COCO,R50,M=150,DIAL-Prop,,net saving,7.7,,,,,ms,,reported_in_article,,equivalent + saving
t12_r101_nms300_recall,Table XII,multi-backbone proposal,COCO,R101,M=300,NMS,,proposal recall,97.1,,,,,percent,,reported_in_article,,reference
t12_r101_nms300_total,Table XII,systems,COCO,R101,M=300,NMS,,total latency,33.7,,,33.3,34.1,ms,,reported_in_article,,reference
t12_r101_dial200_boxap,Table XII,multi-backbone proposal,COCO,R101,M=200,DIAL-Prop,NMS-300,delta box AP vs NMS-300,0.19,,,0.06,0.32,points,,reported_in_article,,positive AP + saving
t12_r101_dial200_recall,Table XII,multi-backbone proposal,COCO,R101,M=200,DIAL-Prop,,proposal recall,97.2,,,,,percent,,reported_in_article,,positive AP + saving
t12_r101_dial200_uprop,Table XII,proposal risk,COCO,R101,M=200,DIAL-Prop,,Uprop,0.033,,,,,bounded miss UCB,,reported_in_article,,
t12_r101_dial200_total,Table XII,systems,COCO,R101,M=200,DIAL-Prop,,total latency,25.7,,,25.3,26.1,ms,,reported_in_article,,positive AP + saving
t12_r101_dial200_save,Table XII,systems,COCO,R101,M=200,DIAL-Prop,,net saving,8.0,,,,,ms,,reported_in_article,,positive AP + saving
t12_r101_dial150_boxap,Table XII,multi-backbone proposal,COCO,R101,M=150,DIAL-Prop,NMS-300,delta box AP vs NMS-300,-0.01,,,-0.07,0.05,points,,reported_in_article,,equivalent + saving
t12_r101_dial150_recall,Table XII,multi-backbone proposal,COCO,R101,M=150,DIAL-Prop,,proposal recall,96.6,,,,,percent,,reported_in_article,,equivalent + saving
t12_r101_dial150_uprop,Table XII,proposal risk,COCO,R101,M=150,DIAL-Prop,,Uprop,0.042,,,,,bounded miss UCB,,reported_in_article,,
t12_r101_dial150_total,Table XII,systems,COCO,R101,M=150,DIAL-Prop,,total latency,22.3,,,21.9,22.7,ms,,reported_in_article,,equivalent + saving
t12_r101_dial150_save,Table XII,systems,COCO,R101,M=150,DIAL-Prop,,net saving,11.4,,,,,ms,,reported_in_article,,equivalent + saving
t12_maskr50_nms300_recall,Table XII,multi-backbone proposal,COCO,Mask R50,M=300,NMS,,proposal recall,96.7,,,,,percent,,reported_in_article,,reference
t12_maskr50_nms300_total,Table XII,systems,COCO,Mask R50,M=300,NMS,,total latency,27.0,,,26.6,27.4,ms,,reported_in_article,,reference
t12_maskr50_dial200_boxap,Table XII,multi-backbone proposal,COCO,Mask R50,M=200,DIAL-Prop,NMS-300,delta box AP vs NMS-300,0.16,,,0.03,0.29,points,,reported_in_article,,"task transfer; mask AP delta .12 [.01,.23]"
t12_maskr50_dial200_maskap,Table XII,multi-backbone proposal,COCO,Mask R50,M=200,DIAL-Prop,NMS-300,delta mask AP vs NMS-300,0.12,,,0.01,0.23,points,,reported_in_article,,
t12_maskr50_dial200_recall,Table XII,multi-backbone proposal,COCO,Mask R50,M=200,DIAL-Prop,,proposal recall,96.9,,,,,percent,,reported_in_article,,"task transfer; mask AP delta .12 [.01,.23]"
t12_maskr50_dial200_uprop,Table XII,proposal risk,COCO,Mask R50,M=200,DIAL-Prop,,Uprop,0.036,,,,,bounded miss UCB,,reported_in_article,,
t12_maskr50_dial200_total,Table XII,systems,COCO,Mask R50,M=200,DIAL-Prop,,total latency,21.1,,,20.7,21.5,ms,,reported_in_article,,"task transfer; mask AP delta .12 [.01,.23]"
t12_maskr50_dial200_save,Table XII,systems,COCO,Mask R50,M=200,DIAL-Prop,,net saving,5.9,,,,,ms,,reported_in_article,,"task transfer; mask AP delta .12 [.01,.23]"
t13_local_instead_global_standard,Table XIII,architecture audit,COCO,multiple,standard,local instead global,DIAL-Full-CBA,standard AP delta,-0.41,,,-0.62,-0.2,points,,reported_in_article,,core decision contribution; params=same; latency=-1.10 ms
t13_local_instead_global_target,Table XIII,architecture audit,target regimes,multiple,target,local instead global,DIAL-Full-CBA,target-regime AP delta,-0.74,,,-1.05,-0.43,points,,reported_in_article,,core decision contribution
t13_remove_appearance_standard,Table XIII,architecture audit,COCO,multiple,standard,remove appearance,DIAL-Full-CBA,standard AP delta,-0.34,,,-0.5,-0.18,points,,reported_in_article,,core identity evidence; params=-0.31M; latency=-0.18 ms
t13_remove_appearance_target,Table XIII,architecture audit,target regimes,multiple,target,remove appearance,DIAL-Full-CBA,target-regime AP delta,-0.62,,,-0.86,-0.38,points,,reported_in_article,,core identity evidence
t13_remove_coverage_standard,Table XIII,architecture audit,COCO,multiple,standard,remove coverage,DIAL-Full-CBA,standard AP delta,-0.1,,,-0.21,0.01,points,,reported_in_article,,coverage-core; params=-0.08M; latency=-0.05 ms
t13_remove_coverage_target,Table XIII,architecture audit,target regimes,multiple,target,remove coverage,DIAL-Full-CBA,target-regime AP delta,-0.22,,,-0.37,-0.07,points,,reported_in_article,,coverage-core
t13_remove_budget_token_standard,Table XIII,architecture audit,COCO,multiple,standard,remove budget token,DIAL-Full-CBA,standard AP delta,-0.07,,,-0.17,0.03,points,,reported_in_article,,conditional; params=-0.01M; latency=negligible
t13_remove_budget_token_target,Table XIII,architecture audit,target regimes,multiple,target,remove budget token,DIAL-Full-CBA,target-regime AP delta,-0.31,,,-0.47,-0.15,points,,reported_in_article,,conditional
t13_remove_quality_gate_standard,Table XIII,architecture audit,COCO,multiple,standard,remove quality gate,DIAL-Full-CBA,standard AP delta,-0.07,,,-0.17,0.03,points,,reported_in_article,,conditional; params=-0.04M; latency=-0.03 ms
t13_remove_quality_gate_target,Table XIII,architecture audit,target regimes,multiple,target,remove quality gate,DIAL-Full-CBA,target-regime AP delta,-0.38,,,-0.57,-0.19,points,,reported_in_article,,conditional
t13_disable_semantic_pairs_standard,Table XIII,architecture audit,COCO,multiple,standard,disable semantic pairs,DIAL-Full-CBA,standard AP delta,-0.02,,,-0.1,0.06,points,,reported_in_article,,optional; params=-0.05M; latency=-0.04 ms
t13_disable_semantic_pairs_target,Table XIII,architecture audit,target regimes,multiple,target,disable semantic pairs,DIAL-Full-CBA,target-regime AP delta,-0.24,,,-0.4,-0.08,points,,reported_in_article,,optional
t13_dial_lite_standard,Table XIII,architecture audit,COCO,multiple,standard,dial lite,DIAL-Full-CBA,standard AP delta,-0.18,,,-0.3,-0.06,points,,reported_in_article,,latency-sensitive mode; params=0.70M; latency=2.05 ms
t13_dial_lite_target,Table XIII,architecture audit,target regimes,multiple,target,dial lite,DIAL-Full-CBA,target-regime AP delta,-0.27,,,-0.43,-0.11,points,,reported_in_article,,latency-sensitive mode
